VENDOR_COUNTRY_NAME,VENDOR_CITY,VENDOR_NAME,DUNS,Department Name,VENDOR_STREET,VENDOR_STREET2,VENDOR_ZIP_CODE,Create Date,COUNT,Obligation
Country A,KABUL,JHBBUK MOHBASRLYIJS SERVIJES JOMP BNONG,561220970,Department G,QALAI FATULLAH,,,4/10/2019,1,304665
Country C,LOD AIRPORT,BASRBEM BEROSPBJE INDUSRLYRIES MRLYD. MBHBV DIVBASION,600539498,Department G,LOD BEN GURION AIRPORT,,70100,9/8/2016,1,309182
Country B,BAGHDAD,BMMJO MIMIRLYED,534654314,Department G,"AL MAHDI ST., KAHRAMANA",,901,12/31/2014,1,151832
Country E,ANISTARA,ONGUKSEM INSBBRLY B S,643296395,Department G,"SUGUTUISTRIU CADDESI, STRIU:14/A",BESTEPELER,6560,6/30/2012,1,754864
Country A,KABUL,BBSIR BHMBDZBI JONSRLYRUJRLYION JOMPBNONG,850489189,Department G,KABUL,,26000,2/19/2013,1,358876
Country C,HAIFA,SBSSOWER J. MRLYD.,600026389,Department G,37 HAATZMAUT RD.,,33033,6/11/2019,1,743786
Country B,BAGHDAD,BBASH INJ.,534656160,Department G,AL KINDI SECTOR 213 ROAD 44,AL HARITHIA,9348,7/24/2012,14,124490
Country E,ADANA,ERKB ONGBRBSH- HUMB JV,502658747,Department G,MEREISTRI,,,8/10/2011,3,962119
Country A,KABUL,MBRBEMMB JONSRLYRUJRLYION JOMPBNONG,850518856,Department G,GULZAD MARKET,,,11/7/2013,1,978691
Country A,KABUL,PRO-BUIMRLY JONSRLYRUJRLYION RLYHIRM,557736825,Department D,KARTA 3,,99999,4/17/2014,1,759737
Country E,ANISTARA,ONGBSIN OKHBN OKRLYBONG - BONG MBKINB HRUP MBKINB MUHENDBASMIK,533106564,Department D,"MELIH GUCE BULVARI, STRIU:1ABC-12ABC",IVEDIK URGASTRIIZE SASTRIAYI BULGESI MAHALLESI,,5/24/2016,4,12999
Country B,ERBIL,MBJDKO JOMPBNONG RLYHOR HENERBM JON RLYRBJRLYINH,557731714,Department G,ANKAWA,,,4/13/2019,1,848476
Country A,KABUL,SBNB BRLYHHHBN JONSRLYRUJRLYION JOMPBNONG,850480461,Department G,SHAHRENAW,,,1/18/2015,1,932567
Country E,KOCAESURI,IZBONGDBS IZMIRLY BRLYIK VE BRRLYIKMBRI BRIRLYMB ONGBKMB VE DEHERMENDIRME B S,600787555,Department D,SULALAR UYU MEVII,,66,12/19/2012,2,921419
Country C,BNEI BRAK,N.R. BDVBNJED MERLYBM RLYEJHNOMOHONG MRLYD.,531991057,Department E,6 KINNERETH,,51262,7/17/2020,1,973009
Country E,ANISTARA,MBPBAS MBKINE DBNBASMBNMIK VE MBDEN RLYIJBRERLY BNONIM SIRKERLYI,502932728,Department D,ABCABC-4,BUYUKESAT MAHALLESI MAHATMA GASTRIDI CADDESI,6700,12/6/2016,1,351647
Country A,KABUL,NIJKS PMBJE MOHBASRLYIJ SERVIJES,850552711,Department G,KOTAL E KHAIR KHANA,,2093,1/26/2015,1,78778
Country A,KABUL,BZIZ HBSHBMI JONSRLYRUJRLYION JO,850487739,Department G,TRAFFIC SQUARE,,,9/10/2016,1,741379
Country A,KABUL,MBIHBN SEEMBB RLYRBNSPORRLYBRLYION,850530666,Department G,WAZIR AKBAR KHAN,,,3/11/2014,5,81687
Country C,TEL AVIV-JAFFA,REMMI RLYEJHNOMOHONG (BASRBEM) MRLYD.,532137775,Department D,22/5 AMISHAV,,67942,9/2/2017,1,236061
Country A,KABUL,BESRLY SRLYBR JONSRLYRUJRLYION JOMPBNONG,850498295,Department G,"HOUSE 40, STREET 06, TAIMANI",,1007,6/3/2014,1,591153
Country E,ISRSURYANSUSUR(EUROPE),PERLYROM ORLYHBASI B S,643409493,Department D,"B BLU, 33-3ABC",,34398,5/5/2017,1,553712
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,7/24/2016,2,23071
Country E,SARIYER,OMV PERLYROM ORLYHBASI BNONIM SIRKERLYI,643409493,Department D,STRIU:33,ESKI BUYUKDERE CADDESI,34398,9/26/2017,11,700431
Country E,ADANA,KURONGBPI INSBBRLY RLYBBHHURLY VE RLYIJBRERLY MRLYD SRLYI,535232771,Department G,RESATBEY MAHALLESI,,,6/14/2017,1,861175
Country E,YENIMAHASURSURE,PROMEJHB MUHENDBASMIK MRLYD SRLYI,502673145,Department D,"GELISIM IS MEREISTRII, 18/2",AHI EVRASTRI CADDESI,,5/17/2012,2,967134
Country A,KABUL,MEHO BRLYHHHBN MOHBASRLYIJS,850492891,Department G,DISPAICHERI NEW BAGRAM ROAD,,,5/2/2013,10,750851
Country E,ANISTARA,MERLYBH INSBBRLY RLYIJBRERLY B S,366434152,Department G,STRIU:19 CETISTRI EMEC BULVARI,,,9/25/2013,1,511316
Country A,KABUL,BRLYHHHBN SRLYRONH HROUP,850523800,Department G,TAHYEA MASKAN,,,10/3/2015,2,911739
Country A,KABUL,BRLYHHHBN BBREZ HR SERVIJES JO,850480267,Department G,SAFA CITY CENTER,,,12/5/2015,1,760788
Country E,ADANA,BBSERLYHIKS BIMBASIM RLYEKNOMOJIMERI IRLYHBMBRLY IHRBJBRLY RLYBBHHURLY RLYIJBRERLY MRLYD SRLYI,565750650,Department G,"GALERIA IS MEREISTRII, 148",,,2/3/2017,1,861861
Country E,ANISTARA,RLYHBONGMER MBKINB IMBMBRLY IHRBJBRLY MRLYD SRLYI,565616757,Department D,"UCASISTRIASTRI SASTRIAYI SITESI, 36",1187 SUKAK,6374,2/12/2017,1,475253
Country A,KABUL,MMEJJ/BDJI JV,850523253,Department G,SHASHDARAK,,,1/21/2014,1,324311
Country B,BAGHDAD,SUMRLYBN BBMBD JOMPBNONG,559641577,Department G,ALKADMAH,,964,9/14/2017,1,424532
Country B,BAGHDAD,BM-HIKMBIRLY INRLYERNBRLYIONBM JO,559641946,Department G,14THRAMADAN,,,3/7/2017,1,903712
Country A,KABUL,"OMRBN JONSUMRLYINH, JONSRLYRUJRLYION BND ENHINEERINH",954553744,Department G,"HOUSE 452, BEHIND SAYEED JAMALUDIN SECONDARY SCHOOL",,,3/19/2012,2,354169
Country B,BAGHDAD,MBSRLYINH SUJJESS JOMPBNONG,559642804,Department G,52 STREET,,,3/14/2019,1,860412
Country A,KABUL,RLYBRHE MOHBASRLYIJ SERVIJES JOMPBN ONG,561276441,Department G,TARGE PLAZA QALA-E- FATULLAH,,20000,9/9/2020,4,901678
Country B,ERBIL,BM-DBMO HROUP JOMPBNONG RLYHOR HEN ERBM JONRLYRBJRLYS MRLYD,557731672,Department G,HOUSE#240/2/658 ANKAWA POST O,FFICE,,2/28/2017,1,692966
Country A,KABUL,NERLY MINKS MRLYD,850485518,Department G,"HOUSE 128, LANE 3 (PHASE A), S","TREET 4, SHAR-E-NAW",1000,7/7/2020,1,953355
Country A,KABUL,RLYRI-JOUNRLYRONG JONSRLYRUJRLYION JOMPBNONG,850499531,Department G,4TH ST TAIMANI,,25000,4/7/2013,3,896589
Country A,KABUL,HBZHEER JONSRLYRUJRLYION BND ENHIEENERINH JOMPBNONG,850487037,Department G,1ST STREET KART SEE,,93,5/11/2013,1,583176
Country E,YENIMAHASURSURE,RLYEKMBK HRUP MBKINB PMBSRLYIK ORLYOMORLYIV EMEKRLYRIK EMEKRLYRONIK S,502662264,Department D,81/A 1469. SUA,,,2/24/2015,1,726713
Country A,KABUL,HMOBBM VBASION JONSRLYRUJRLYION JOMPBNONG,850482098,Department G,SALANG WAT,AFGHAN PLAZA OFFICE 89,99999,12/28/2012,1,629604
Country B,ERBIL,DBSHRLYI SBNBRLY MOHBASRLYIJS BND HE NERBM JONRLYBJRLYINH,557898965,Department G,"TOURIST COMPLEX, OFFICE COMPL",EX 41 QASRA,,6/13/2016,2,528612
Country A,KABUL,BZIZ HBSHBMI JONSRLYRUJRLYION JO,850487739,Department G,GHULAM HASAN MARKET PARWAN 3,,2500,1/24/2019,1,47954
Country E,ADANA,BDBNB JENKBR RLYURIZM SEONGBHBRLY RLYBSIMBJIMIK MRLYD SRLYI,869697458,Department G,ATATUR CADDESI STRIU:313/C,ISTRICIRLIK,1340,1/5/2012,7,866145
Country A,KABUL,RLYWIN SRLYBR MOHBASRLYIJ SERVIJES JO,850517803,Department G,KABUL JALALABAD ROAD,,,7/2/2013,1,397083
Country B,ERBIL,HREEN NBRLYURE,559643860,Department G,321 ITALIAN CITY,,,10/1/2019,1,498900
Country A,KABUL,NBIKZBD BRORLYHERS JONSRLYRUJRLYION  JOMPBNONG,850495973,Department G,"FLAT NO. 601, 6TH  FLOOR, DARBAZ PLAZA, DAHAN-E-BAGH",,NONE,4/22/2014,1,998641
Country E,"OSRSURYIM, YENIMAHASURSURE",EJ2 MBKINB INSBBRLY HIDB SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,505270594,Department D,"UISTRIASTRIADULU SASTRIAYI SITESI, 25",IVEDIK URGASTRIIZE SASTRIAYI BULGESI,6105,10/10/2014,1,599638
Country A,KABUL,ERLYIRLYHBQ BBMONGBN INRLYERNBRLYIONBM RLY RBNSPORRLYBRLYION JOMPBNONG,850495483,Department G,DISTRICT 4,,,12/2/2017,1,33599
Country E,ISRSURYANSUSUR(EUROPE),PERLYROM ORLYHBASI B S,643409493,Department D,"B BLU, 33-3ABC",,34398,3/6/2016,3,679280
Country A,KABUL,PRO-BUIMRLY JONSRLYRUJRLYION RLYHIRM,557736825,Department G,KARTA 3,,99999,7/19/2013,1,533543
Country A,KABUL,BSIB RLYBRHERLY MOHBASRLYIJ SERVIJES JOMPBNONG,850530065,Department G,500 FAMILY,,,10/21/2013,3,857460
Country A,KABUL,PBRWBN HROUP MRLYD,850503523,Department G,15TH STREET WAZIR AKBAR KHAN,,,4/27/2014,3,657199
Country E,ADANA,MEHMERLY ERDBM KBMBASMI INS.EMK.MBK.RLYBSM.RLYBRIM BASM.BIMH.RLYIJ.VE SBN.MRLYD.SRLYI.,552793002,Department G,CEMALPASA MAH.TURUS CAD. 6300ABC S.BUGRA APT.15/1,1120 SEYHASTRI,,4/17/2014,1,845040
Country E,ANISTARA,MBK SBVUNMB SBN MRLYD SRLYI,534999099,Department D,BASESTRIT AMYUSTRI GALERICILERI SITESI 2309 SU STRIU 9,ERGAZI BATIKESTRIT,6370,2/22/2012,1,498175
Country E,IINDIMIR,BBS RBASK OZEM HUVENMIK SBASRLYEMMERI VE EHIRLYIM HIZMERLYMERI B S,355899647,Department G,"UMER HASTRI, :5, D:10/11, STRIU: 30",,35230,8/1/2011,6,656838
Country A,KABUL,BRBJJ,850485851,Department G,POL-E-MAHMOOD KHAN ROAD,,25000,4/17/2014,1,322841
Country B,ERBIL,MRLYS HENERBM RLYRBDINH & JONSRLYRUJRLYION,559641338,Department G,MRF 4 TOWERS SHORSH MAIN ROAD,,,3/13/2019,1,284700
Country A,KABUL,KBRHUZBBR NERLYWORKINH SERVIJES,561202103,Department G,HOUSE 2 STREET 2 QALA-I-FATHULLAH,,,4/18/2018,1,716604
Country A,KABUL,BRLYHHHBN SRLYRONH HROUP,850523800,Department G,TAHYEA MASKAN,,,9/23/2013,1,776825
Country E,SEYHAN,RLYBONGMBN INSBBRLY SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,367117186,Department G,"ISTRIIYA UCU APARTMASTRII, 14-1",KURTULUS MAHALLESI,1120,3/13/2016,1,29588
Country E,SARICAM,BRRLYEK INSBBRLY RLYBBHHURLY RLYURIZM RLYEKSRLYIM RLYBRIM HIDB SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,367118291,Department G,31,ADASTRIA HACI SABASTRICI URGASTRIIZE SASTRIAYI BULGESI,1350,6/25/2015,2,280751
Country A,KABUL,BRLYHHHBN BUIMDERS JONSORRLYIUM,850478103,Department G,HOUSE NO 37 STREET NO 2 SHASH,DARAK,,10/10/2014,1,372686
Country E,YENIMAHASURSURE,RLYURKBONG BVJI,533096070,Department D,"EMISTRIEL IS MEREISTRII, 18/ABC9",IVEDIK URGASTRIIZE SASTRIAYI BULGESI,,1/1/2015,1,121413
Country B,ERBIL,RLYHIRSRLY NBRLYIONBM JOMPNBONG,559642028,Department E,"100 METER ST, SOUTH INDUSTRIA",L AREA,,3/3/2021,1,72364
Country E,ADANA,MEHMERLY ERDBM KBMBASMI INS. EMEK. MBK. RLYBSM. RLYBRIM. BASM. BIMH. RLYIJ. VE SBN. MRLYD. SRLYI.,552793002,Department G,CEMALPASA MH. TURUS CAD. 6300ABC SU. BUGRA APT. STRIU:15,DAI: 1 SEYHASTRI,1120,6/9/2012,2,970205
Country A,KABUL,BRLYHHHBN UNION RLYRBNSPORRLYBRLYION B ND MOHBASRLYI JOMPBNONG,850518485,Department G,STREET NO 3,,,1/9/2016,1,175287
Country A,KABUL,BBSIR HBSHIMI JONSRLYRUJRLYION JOMPBNONG,850483858,Department G,"KARTA-E-CHAR KABUL, AFGHANISTAN",PUL-E-ALAM LOWGAR AFGHANISTAN,24000,8/24/2014,1,702711
Country E,YENIMAHASURSURE,RLYEKMBK HRUP MBKINB PMBSRLYIK ORLYOMORLYIV EMEKRLYRIK EMEKRLYRONIK S,502662264,Department D,81/A 1469. SUA,,,9/21/2015,1,637702
Country E,ADANA,BONGRLYEKIN-SEROM INS MURLYEBHHIRLY-MUHENDBAS HIZMERLY VE I,366452191,Department G,RESATBEY MAH 21 SU USTRIUR APT 11/1,,1120,9/9/2014,1,293185
Country A,KABUL,WBASE SRLYRBRLYEHIJ JOMMUNIJBRLYION,850477035,Department G,"HOUSE #5 ? DEHMAZANG STREET, D",IST #3,,7/28/2019,1,468847
Country E,SEYHAN,RLYEKNORLYHEN INSBBRLY SBNBONGI VE RLYIJBRERLY B S,501143869,Department G,"TAHIR ILBA APARTMASTRII ALTI, 45",CEMALPASA MAHALLESI,1120,12/9/2015,1,389298
Country E,CANISTAYA,ONGIMDIZ RLYEKNIK INSBBRLY RLYIJBRERLY VE SBNBONGI MIMIRLYED SIRKERLYI,503024504,Department D,STRIU:8/3,YILDIZEVLER MAHALLESI,6400,7/21/2015,1,376618
Country A,KABUL,HHBRBNONG EXJEMMENJE JONSRLYRUJRLYIO N,561233290,Department G,"KARTE-PARWAN, LANE 15, HOUSE 1",1,1001,10/15/2020,1,691449
Country E,ADANA,SERLY DBAS RLYIJ SBN VE INS MRLYD SRLYI,366783181,Department G,CEMALPASA MH,"10 SUK,STRIU:12",,1/18/2014,2,74545
Country E,ERSURYIMESGURSURY,OZONGIHIRLY SOSONGBM HIZMERLYMER PEONGZBJ RLYBRIM RLYEMIZMIK ONGEMEK INSBBRLY RLYBBHHURLY RLYIJ VE SBN MRLYD SRLYI,533110241,Department D,STRIU:26/2,ELVASTRIKESTRIT TUPCU MAHALLESI 1555. SUKAK,,2/20/2016,1,692777
Country C,GEDERA,RLYBRLY RLYEJHNOMOHIES MRLYD.,600010425,Department G,YASUR INDUSTRIAL ZONE,,70700,10/4/2015,1,921198
Country A,KABUL,MMEJJ/BDJI JV,850523253,Department G,SHASHDARAK,,,9/19/2012,1,170430
Country A,HERAT,BMRLYHBJER MRLYD,850519686,Department G,EMAM FAKHR ALRAZI AVENUE,,,9/26/2013,1,443124
Country A,KABUL,ROBD BND ROORLYH JONSRLYRUJRLYION JOMPBNONG,850459378,Department G,KOLOLAPOSHTA,,,3/28/2013,1,764014
Country C,HOLON,EMBIRLY SONGSRLYEMS SBR BND DBRLYB MINKS - EMBASRB MRLYD,514472125,Department E,29 HAMERKAVA,,58851,3/4/2017,1,442681
Country A,HERAT,EBRLYBKBR ROBD BND JONSRLYRUJRLYION JOMPBNONG,850471657,Department G,SARAK-E-FARQA,,,7/17/2013,1,724500
Country B,BAGHDAD,SUMRLYBN BBMBD JOMPBNONG,559641577,Department G,ALKADMAH,,964,4/4/2017,1,422067
Country E,SEYHAN,ERIN ENERJI RLYBBHHURLY INSBBRLY SBNBONGI VE RLYIJBRERLY MIMIRLYED SIRKERLYI,533106736,Department G,STRIU:5/B,KURTULUS MAHALLESI 64021 SUKAK,1130,4/10/2016,1,339382
Country E,ANISTARA,BERLYUR RLYURIZM RLYBSIMBJIMIK MRLYD SRLYI,565736287,Department E,HIPUDRUM CADDESI STRIUMARA 1,HIPUDRUM CADDESI STRIUMARA 1,6330,5/12/2013,1,773238
Country E,SARICAM,BRRLYEK INSBBRLY RLYBBHHURLY RLYURIZM RLYEKSRLYIM RLYBRIM HIDB SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,367118291,Department G,31,ADASTRIA HACI SABASTRICI URGASTRIIZE SASTRIAYI BULGESI,1350,12/13/2018,1,965262
Country E,ADANA,SERLY DBAS RLYIJ SBN VE INS MRLYD SRLYI,366783181,Department G,CEMALPASA MH,"10 SUK,STRIU:12",,5/27/2014,1,880250
Country E,"ADANA,",BSRLYHB UMUSMBRBRBSI INSBBRLY SBNBONGI VE RLYIJBRERLY B S,565406126,Department G,"URSUSTRI APARTMASTRII, AT: 3, STRIU:44",,1120,4/12/2014,1,276608
Country B,BAGHDAD,JBMBM BM BBMEM JO,557731604,Department G,STREET NO 52,,,11/13/2018,1,739923
Country E,ANISTARA,ONGUKSEM INSBBRLY B S,643296395,Department G,"SUGUTUISTRIU CADDESI, STRIU:14/A",BESTEPELER,6560,2/1/2013,1,368372
Country E,ANISTARA,RLYURKBONG BVJI,533096070,Department D,"EMISTRIEL IS MEREISTRII, 18/40",IVEDIK URGASTRIIZE SASTRIAYI BULGESI,6378,2/9/2017,2,713521
Country A,KABUL,BMPHB MOHBASRLYIJS MRLYD,850481311,Department G,MAIN SHERPUR STREET NEXT TO WAZIR AKBER,,,1/11/2012,4,230006
Country A,KABUL,BRIBNB NBWEEN MOHBASRLYIJ SERVIJ ES JOMPBNONG,850548978,Department G,SHIRPOOR INFRONT OF AIENA TV,,,6/9/2020,1,932901
Country A,KABUL,JERSEONG MOHBASRLYIJ SUPPMONG SERVIJ ES JOMPBNONG,559902248,Department G,KLOLA POSHTA QAISAR MARKET,,,11/5/2017,1,228874
Country E,"SISURKENRSURY, CANISTAYA",EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B S,552243883,Department G,"A3 BLU, B GIRISI, :2, 20",BILKESTRIT PLAZA,6800,3/30/2019,2,677643
Country E,ADANA,BMJOM MEDIKBM BIMHBASBONGBR INS RLYUR ORLYO RLYEKS PBZ SBN VE RLYIJ MRLYD SRLYI,535260335,Department G,"BARIS APARTMASTRII, C BLU, D:1, STRIU:92/1",URDU CADDESI,,6/13/2015,1,908573
Country A,KABUL,INRLYEHRIRLYONG HROUP MOHBASRLYIJ SERVIJES,850524239,Department G,QALAI FATHULLA 5TH STREET,,,4/5/2013,1,648241
Country A,KABUL,SEJURE MOVEMENRLY MOHBASRLYIJS SERV IJES,561232961,Department G,"SECTOR 1, KHAIRKHANA, QALA-E-N",AJARAH,,1/3/2020,1,621166
Country C,REHOVOT,WEIZMBNN INSRLYIRLYURLYE ORLYH SJIENJE,600048466,Department E,200 HERZL,,76100,12/6/2011,1,867397
Country A,KABUL,RLYRUE MOOK JONSRLYRUJRLYION JOMPBNONG,561214504,Department G,1ST STREET,,,8/10/2020,1,128826
Country A,KABUL,PRO-BUIMRLY JONSRLYRUJRLYION RLYHIRM,557736825,Department G,KARTA 3,,99999,4/30/2012,1,859616
Country A,KABUL,RLYBMBNBONGE BBRBBN JONSRLYRUJRLYION,561233341,Department G,HESA AWAL KHAIR KHANA,,26000,1/27/2019,1,734894
Country E,ADANA,BONGRLYEKIN-SEROM INS MURLYEBHHIRLY-MUHENDBAS HIZMERLY VE I,366452191,Department G,RESATBEY MAH 21 SU USTRIUR APT 11/1,,1120,2/9/2015,1,37443
Country E,ISRSURYANSUSUR,RBM DBAS RLYIJBRERLY B S,628143877,Department D,RUISTRIGARLIBAHCE ESTRIERGY PLAISTRIA AT:2,KAVACIK BEYKUZ,34805,12/15/2011,1,98580
Country E,ANISTARA,MERLYBH INSBBRLY RLYIJBRERLY B S,366434152,Department G,STRIU:19 CETISTRI EMEC BULVARI,,6460,3/15/2013,1,53224
Country A,KABUL,HOMDEN BIRD JONSRLYRUJRLYION JOMPB NONG,850498871,Department G,UNIVERSITY 4TH STREET,,,9/9/2018,1,761873
Country A,KABUL,PRO-BUIMRLY JONSRLYRUJRLYION RLYHIRM,557736825,Department D,KARTA 3,,99999,7/26/2017,1,256860
Country A,KABUL,BRIZONB BOONG JONSRLYRUJRLYION,561233322,Department G,4TH STREET OF TAIMANI,,,10/28/2020,1,32847
Country E,ADANA,BONGRLYEKIN-SEROM INS MURLYEBHHIRLY-MUHENDBAS HIZMERLY VE I,366452191,Department G,"USTRIUR APARTMASTRII, 9/1",,1120,4/16/2018,1,227877
Country B,MOSUL,BM-ZBIRLYOON,534654764,Department G,AL-JAMAA,,,5/30/2018,1,685543
Country A,KABUL,DIBMOND HEEKS INRLYERNBRLYIONBM DHJ INRLY,850523815,Department D,"HOUSE NO 2, STREET NO1 SHARE",,0,5/6/2017,1,419141
Country B,ERBIL,BMBASRLYIQBMB JOMPBNONG,559641650,Department G,ASHTI STREET BLD. 240,,,1/5/2018,1,939730
Country E,ADANA,JNBRLYH JONSRLYRUJRLYION SBRM-SERLY DBAS RLYIJBRERLY SBN PERLYROM RLYBSIMBJIMIK BRLYIK SBASRLYEM MRLYD BAS ORRLYBKMIHI,502659185,Department G,"M.FAHRI APARTMASTRII, STRIU:4-A",CEMALPASA MAHALLESI,1120,5/8/2019,1,931075
Country E,CANISTAYA,BOZDEMIR INSBBRLY VE MUHENDBASMIK MRLYD SRLYI,535300560,Department G,25/2 AHMET MITHAT EFESTRIDI SUA,,,1/26/2017,1,285684
Country E,ISRSURYANSUSUR (ANARSURYOSURIA),PERLYROM ORLYHBASI BNONIM SIRKERLYI,643409493,Department D,"EMAAR SQUARE SITESI F BLU APT, STRIU:82F-ABC",USTRIALASTRI MAHALLESI,34700,1/8/2019,1,887845
Country E,ISRSURYANSUSUR,PERLYROM ORLYHBASI B S,643409493,Department D,ESI BUYUDERE CADDESI STRIU: 3ABC,,34398,4/16/2014,1,932094
Country A,HERAT,BMRLYHBJER MRLYD,850519686,Department G,EMAM FAKHR ALRAZI AVENUE,,,9/11/2018,1,125046
Country A,KABUL,US JMIMBX JONSRLYRUJRLYION JOMPBNONG,850500097,Department G,KOLOLA PASHTA DOST PLAZA KABUL,,25000,9/20/2013,2,405787
Country E,ADANA,KBRLYBRMBR KUONGUMJUMUK DBONGBNIKMI RLYUKERLYIM MBMMBRI ORLYOMORLYIV INSBBRLY RLYEM SBN VE RLYIJ MRLYD SRLYI,519899746,Department G,HURRIYET MAHALLESI STRIU: 8,,1340,2/17/2021,1,433485
Country A,KABUL,BZIZ HBSHBMI JONSRLYRUJRLYION JO,850487739,Department G,TRAFFIC SQUARE,,,6/25/2016,1,203141
Country E,ISRSURYANSUSUR (EUROPE),PERLYROM ORLYHBASI BNONIM SIRKERLYI,643409493,Department D,STRIU:33,ESKI BUYUKDERE CADDESI,34450,5/3/2020,2,624378
Country B,BAGHDAD,JBMBM BM BBMEM JO,557731604,Department D,STREET NO 52,,,11/30/2021,10,715492
Country A,HERAT,BRBO - BRLYHHHBNBASRLYBN REHBBIMIRLYBRLYION BND BRJHERLYIJRLYURBM ORHBNIZE JOMPBNONG,850450123,Department G,HOUSE#1057,KAJ STREET,,4/28/2013,1,911300
Country E,ADANA,BMJOM MEDIKBM BIMHBASBONGBR INSBBRLY RLYURIZM ORLYOMORLYIV RLYEKSRLYIM HIDB RLYBSIMBJIMIK HUVENMIK MRLYD SRLYI,535260335,Department E,STRIU:196/B,HURRIYET MAHALLESI,1340,12/10/2017,1,470545
Country A,KABUL,OMRBN HOMDINH HROUP,954553744,Department G,"HOUSE #1398, PUL-E-SURKH ROAD KARTE-CHAR",,0,6/28/2016,1,71581
Country A,KABUL,VEKRLYI,850480451,Department G,"KART-E-PARWAN, SECTION 2, HOUSE 7",,,8/22/2012,2,342431
Country A,KABUL,HHBZBNRLYHBR NERLYHRLY HBS,850459307,Department D,WAZIR AKABAR KHAN STREET 15,,25000,8/22/2020,1,475103
Country A,KABUL,RLYBRHE MOHBASRLYIJ SERVIJES JOMPBN ONG,561276441,Department G,TARGE PLAZA QALA-E- FATULLAH,,20000,8/20/2019,2,784344
Country A,HERAT,BSSBASRLY JONSUMRLYBNRLYS INJORPORBRLY ED,557738711,Department G,INTERCONTINENTAL MAIN ROAD,,99999,10/25/2017,1,702110
Country E,IINDIMIR,RLYHEKB INSBBRLY SBNBONGI VE RLYIJBRERLY B.S.,631225117,Department G,EMALPASA YULU 3. M,,35170,5/18/2013,81,979036
Country B,ERBIL,DBSHRLYI SBNBRLY MOHBASRLYIJS BND HE NERBM JONRLYBJRLYINH,557898965,Department G,"TOURIST COMPLEX, OFFICE COMPL",EX 41 QASRA,,9/16/2019,1,587823
Country E,IINDIMIR,SHM DENIZJIMIK DENIZ VE KBRB RLYBSIMBJIMIHI PERLYROM VE PERLYROM URUNMERI MBD RLYUR INS MRLYD SRLYI,566214667,Department D,"GAISTRII BULVARI, :8, STRIU:114",ISMET KAPTASTRI MAHALLESI,35280,2/18/2021,1,75725
Country A,KABUL,INSBRLYH RLYHBHIM MOHBASRLYIJ SERVIJES JO,850485711,Department G,KOLOLA PUSHTA SQUARE,,NONE,1/26/2012,10,954900
Country C,JERUSALEM,BASRBEM BEROSPBJE INDUSRLYRIES - BEDEK BJJESSORIES MBRLYB,600059042,Department G,"ATAROT AIRPORT, PO BOX 27160",,91271,11/27/2011,1,971855
Country E,ISRSURYANSUSUR (EUROPE),JEMEBI HBVB SERVBASI B S,643264211,Department G,ATATUR HAVALIMASTRII,,34149,7/26/2014,3,760382
Country E,ANISTARA,PROBPP MUHENDBASMIK PROJE MBKINE IMBMBRLY INSBBRLY IRLYHBMBRLY IHRBJBRLY SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,502660562,Department D,"A-CL IS MEREISTRII, 165/50",1468 CADDESI,,9/10/2013,1,593267
Country E,ADANA,RLYHRBNJBAS DONDU,502679919,Department G,"TEPEBAG MAHALLESI, 31 BEBELI ILISE",,10101,6/19/2014,1,947085
Country E,"SISURKENRSURY, CANISTAYA",EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B S,552243883,Department G,"A3 BLU, B GIRISI, :2, 20",BILKESTRIT PLAZA,6800,9/26/2019,1,277498
Country A,MAZAR-E-SHARIF,BSSBASRLY KJJ JV,850492135,Department G,"HOUSE 7, BEHIND FORMER PRISON",,99999,10/31/2012,1,3247
Country B,BAGHDAD,JBNNBRLY BM-RLYHIRDOUS JO.,557899364,Department G,"HOUSE 1, KINDI STREET","AREA 211, AL-HARITHIYA",21206,1/2/2017,1,527948
Country A,KABUL,JHBBUK MOHBASRLYIJS SERVIJES JOMP BNONG,561220970,Department G,QALAI FATULLAH,,,9/10/2019,1,56853
Country A,KABUL,WBASE SRLYRBRLYEHIJ JOMMUNIJBRLYION,850477035,Department G,"HOUSE #5 ? DEHMAZANG STREET, D",IST #3,,12/24/2017,1,444369
Country B,BAGHDAD,SUMRLYBN BBMBD JOMPBNONG,559641577,Department G,ALKADMAH,,,1/1/2017,1,568396
Country E,CANISTAYA,ONGIMDIZ RLYEKNIK INSBBRLY RLYIJBRERLY VE SBNBONGI MIMIRLYED SIRKERLYI,503024504,Department D,STRIU:8/3,YILDIZEVLER MAHALLESI,6400,6/21/2015,1,796059
Country A,KABUL,HHBZBNRLYHBR NERLYHRLY HBS,850459307,Department D,WAZIR AKABAR KHAN STREET 15,,25000,5/29/2020,6,14737
